Key,Source,Context,Changes,English,Russian,Spanish
perkDistrophiaDesc,progression,perk,,"[FFB800]Every second[-] when you are affected by the effect of eating, you reduce the counter by [DECEA3]1[-] and on [DECEA3]2[-] if the character is currently resting on a comfortable bed, by [DECEA3]4[-] when strength training.","[FFB800]Каждую секунду[-] когда на вас действует эффект приема пищи вы снижаете счетчик на [DECEA3]1[-] и на [DECEA3]2[-] если персонаж, в этот момент отдыхает на удобной кровати, на [DECEA3]4[-] при силовых тренировках.","[FFB800]Cada segundo[-] cuando estás afectado por el efecto de comer, reduces el contador en [DECEA3]1[-] y en [DECEA3]2[-] si el personaje está descansando en una cama cómoda, en [DECEA3]4[-] cuando está entrenando de fuerza."
perkDistrophiaRank1LongDesc,progression,Skills,,"You are underweight. Your total stamina is reduced by [DECEA3]10[-], your water consumption rate is increased by [DECEA3]10%[-], and your mobility while overloaded is reduced by [DECEA3]7.5%[-].\n\n[FFB800]Remaining: {cvar(.TimerDistrophia1:0)}[-]","У вас дефицит веса. Общий запас выносливости снижен на [DECEA3]10[-]. Скорость расхода запаса воды увеличена на [DECEA3]10%[-]. Мобильность во время перегрузки снижена на [DECEA3]7.5%[-].\n\n[FFB800]Осталось: {cvar(.TimerDistrophia1:0)}[-]","Tienes bajo peso. Tu resistencia total se reduce en [DECEA3]10[-], tu tasa de consumo de agua aumenta en un [DECEA3]10%[-], y tu movilidad mientras estás sobrecargado se reduce en un [DECEA3]7.5%[-].\n\n[FFB800]Restante: {cvar(.TimerDistrophia1:0)}[-]"
perkDistrophiaRank2LongDesc,progression,Skills,,"You are severely underweight. Your total stamina is reduced by [DECEA3]25[-], your water consumption rate is increased by [DECEA3]20%[-], and your mobility while overloaded is reduced by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.TimerDistrophia2:0)}[-]","У вас сильный дефицит веса. Общий запас выносливости снижен на [DECEA3]25[-]. Скорость расхода запаса воды увеличена на [DECEA3]20%[-]. Мобильность во время перегрузки снижена на [DECEA3]15%[-].\n\n[FFB800]Осталось: {cvar(.TimerDistrophia2:0)}[-]","Tienes un peso muy bajo. Tu resistencia total se reduce en [DECEA3]25[-], tu tasa de consumo de agua aumenta en un [DECEA3]20%[-], y tu movilidad mientras estás sobrecargado se reduce en un [DECEA3]15%[-].\n\n[FFB800]Restante: {cvar(.TimerDistrophia2:0)}[-]"
perkDistrophiaRank3LongDesc,progression,Skills,,"You look like a skeleton covered in skin. Your total stamina is reduced by [DECEA3]50[-], your water consumption rate is increased by [DECEA3]30%[-], and your mobility while overloaded is reduced by [DECEA3]25%[-].\n\n[FFB800]Remaining: {cvar(.TimerDistrophia3:0)}[-]","Вы похожи на скелет, обтянутый кожей. Общий запас выносливости снижен на [DECEA3]50[-]. Скорость расхода запаса воды увеличена на [DECEA3]30%[-]. Мобильность во время перегрузки снижена на [DECEA3]25%[-].\n\n[FFB800]Осталось: {cvar(.TimerDistrophia3:0)}[-]","Pareces un esqueleto cubierto de piel. Tu resistencia total se reduce en [DECEA3]50[-], tu tasa de consumo de agua aumenta en un [DECEA3]30%[-], y tu movilidad mientras estás sobrecargado se reduce en un [DECEA3]25%[-].\n\n[FFB800]Restante: {cvar(.TimerDistrophia3:0)}[-]"

perkAlarmismName,progression,perk,,Alarmism,Паникер,Alarmismo
perkAlarmismDesc,progression,perk,,"[FFB800]Every second[-] you decrease the counter by [DECEA3]1[-] if there are more than 7 zombies around you. The counter decreases [DECEA3]4 times[-] faster if you haven't taken damage for 15 seconds.","[FFB800]Каждую секунду[-] вы снижаете счетчик на [DECEA3]1[-] если вокруг вас больше 7 зомби. Счетчик снижается в [DECEA3]4 раза[-] быстрее если вы не получали урон в течении 15 секунд.","[FFB800]Cada segundo[-] disminuyes el contador en [DECEA3]1[-] si hay más de 7 zombis a tu alrededor. El contador disminuye [DECEA3]4 veces[-] más rápido si no has recibido daño durante 15 segundos."
perkAlarmismRank1LongDesc,progression,Skills,,"You can hold back panic when zombies are around you. But fear still overcomes you. Stress resistance consumption when zombies are around is increased by [DECEA3]25%[-]. Depending on the number of zombies around you, damage to them is reduced. If there are less than 4 around you, damage is reduced by [DECEA3]5%[-], if from 4 to 10 - [DECEA3]7.5%[-], if more than 10 - [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.TimerAlarmism1:0)}[-]","Вы можете сдерживать панику, когда вокруг вас зомби, но все равно страх перебарывает вас. Расход стрессоустойчивости, когда вокруг зомби, увеличен на [DECEA3]25%[-]. В зависимости от количества зомби вокруг вас снижается урон по ним. Если около вас меньше 4 - урон снижен на [DECEA3]5%[-]. Если от 4 до 10 - [DECEA3]7.5%[-]. Если больше 10 - [DECEA3]10%[-].\n\n[FFB800]Осталось: {cvar(.TimerAlarmism1:0)}[-]","Puedes contener el pánico cuando hay zombis a tu alrededor. Pero el miedo aún te vence. El consumo de resistencia al estrés cuando hay zombis alrededor aumenta en un [DECEA3]25%[-]. Dependiendo del número de zombis a tu alrededor, el daño que les infliges se reduce. Si hay menos de 4 a tu alrededor, el daño se reduce en un [DECEA3]5%[-]; si hay de 4 a 10, en un [DECEA3]7.5%[-]; si hay más de 10, en un [DECEA3]10%[-].\n\n[FFB800]Restante: {cvar(.TimerAlarmism1:0)}[-]"
perkAlarmismRank2LongDesc,progression,Skills,,"You try not to panic when there are zombies around you, but it's beyond you. Stress resistance consumption when zombies are around is increased by [DECEA3]50%[-]. Depending on the number of zombies around you, damage to them is reduced. If there are less than 4 around you, damage is reduced by [DECEA3]8%[-], if from 4 to 10 - [DECEA3]12%[-], if more than 10 - [DECEA3]16%[-].\n\n[FFB800]Remaining: {cvar(.TimerAlarmism2:0)}[-]","Вы стараетесь не паниковать, когда вокруг вас зомби, но это выше вас. Расход стрессоустойчивости, когда вокруг зомби, увеличен на [DECEA3]50%[-]. В зависимости от количества зомби вокруг вас, снижается урон по ним. Если около вас меньше 4 - урон снижен на [DECEA3]8%[-]. Если от 4 до 10 - [DECEA3]12%[-]. Если больше 10 - [DECEA3]16%[-].\n\n[FFB800]Осталось: {cvar(.TimerAlarmism2:0)}[-]","Intentas no entrar en pánico cuando hay zombis a tu alrededor, pero te supera. El consumo de resistencia al estrés cuando hay zombis alrededor aumenta en un [DECEA3]50%[-]. Dependiendo del número de zombis a tu alrededor, el daño que les infliges se reduce. Si hay menos de 4 a tu alrededor, el daño se reduce en un [DECEA3]8%[-]; si hay de 4 a 10, en un [DECEA3]12%[-]; si hay más de 10, en un [DECEA3]16%[-].\n\n[FFB800]Restante: {cvar(.TimerAlarmism2:0)}[-]"
perkAlarmismRank3LongDesc,progression,Skills,,"You try not to panic when there are zombies around you, but it's beyond you. Stress resistance consumption when zombies are around is increased by [DECEA3]50%[-]. Depending on the number of zombies around you, damage to them is reduced. If there are less than 4 around you, damage is reduced by [DECEA3]10%[-], if from 4 to 10 - [DECEA3]15%[-], if more than 10 - [DECEA3]25%[-].\n\n[FFB800]Remaining: {cvar(.TimerAlarmism3:0)}[-]","Вы стараетесь не паниковать, когда вокруг вас зомби, но это выше вас. Расход стрессоустойчивости, когда вокруг зомби, увеличен на [DECEA3]50%[-]. В зависимости от количества зомби вокруг вас, снижается урон по ним. Если около вас меньше 4 - урон снижен на [DECEA3]10%[-]. Если от 4 до 10 - [DECEA3]15%[-]. Если больше 10 - [DECEA3]25%[-].\n\n[FFB800]Осталось: {cvar(.TimerAlarmism3:0)}[-]","Intentas no entrar en pánico cuando hay zombis a tu alrededor, pero te supera. El consumo de resistencia al estrés cuando hay zombis alrededor aumenta en un [DECEA3]50%[-]. Dependiendo del número de zombis a tu alrededor, el daño que les infliges se reduce. Si hay menos de 4 a tu alrededor, el daño se reduce en un [DECEA3]10%[-]; si hay de 4 a 10, en un [DECEA3]15%[-]; si hay más de 10, en un [DECEA3]25%[-].\n\n[FFB800]Restante: {cvar(.TimerAlarmism3:0)}[-]"

perkBrittleBonesName,progression,perk,,Brittle Bones,Слабые кости,Huesos Frágiles
perkBrittleBonesDesc,progression,perk,,"[FFB800]Every second[-] while you're under the effect of vitamins, the counter decreases by [DECEA3]1[-]. Each egg eaten decreases by [DECEA3]60[-]. Eating fresh vegetables, berries, or mushrooms decreases by [DECEA3]5[-], supercorn by [DECEA3]10[-], and radioactive mushrooms by [DECEA3]1[-].","[FFB800]Каждую секунду[-] когда на вас действует эффект витаминов счетчик снижается на [DECEA3]1[-]. Каждое съеденное яйца снижает на [DECEA3]60[-]. Употребление свежих овощей, ягод или грибов снижает на [DECEA3]5[-], суперкукурузы на [DECEA3]10[-] а радиоактивных грибов на [DECEA3]1[-].","[FFB800]Cada segundo[-] bajo el efecto de las vitaminas, el contador disminuye en [DECEA3]1[-]. Cada huevo consumido disminuye en [DECEA3]60[-]. El consumo de verduras frescas, bayas o setas disminuye en [DECEA3]5[-], el de supermaíz en [DECEA3]10[-] y el de setas radiactivas en [DECEA3]1[-]."
perkBrittleBonesRank1LongDesc,progression,Skills,,"You have weak bones. Damage from enemy hits increased by [DECEA3]10%[-], safe fall height decreased by [DECEA3]1[-], chance of limb fractures from enemy hits increased by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.TimerBrittleBones1:0)}[-]","У вас слабые кости. Урон от попадания противников увеличен на [DECEA3]10%[-]. Безопасная высота падения снижена на [DECEA3]1[-]. Шанс перелома конечностей при попадании противника увеличен на [DECEA3]15%[-].\n\n[FFB800]Осталось: {cvar(.TimerBrittleBones1:0)}[-]","Tienes huesos débiles. El daño de los golpes enemigos aumenta en un [DECEA3]10%[-], la altura de caída segura disminuye en [DECEA3]1[-], la probabilidad de fracturas de extremidades por golpes enemigos aumenta en un [DECEA3]15%[-].\n\n[FFB800]Restante: {cvar(.TimerBrittleBones1:0)}[-]"
perkBrittleBonesRank2LongDesc,progression,Skills,,"You have very weak bones. Damage from enemy hits increased by [DECEA3]25%[-], safe fall height decreased by [DECEA3]3[-], chance of limb fractures from enemy hits increased by [DECEA3]30%[-].\n\n[FFB800]Remaining: {cvar(.TimerBrittleBones2:0)}[-]","У вас очень слабые кости. Урон от попадания противников увеличен на [DECEA3]25%[-]. Безопасная высота падения снижена на [DECEA3]3[-]. Шанс перелома конечностей при попадании противника увеличен на [DECEA3]30%[-].\n\n[FFB800]Осталось: {cvar(.TimerBrittleBones2:0)}[-]","Tienes huesos muy débiles. El daño de los golpes enemigos aumenta en un [DECEA3]25%[-], la altura de caída segura disminuye en [DECEA3]3[-], la probabilidad de fracturas de extremidades por golpes enemigos aumenta en un [DECEA3]30%[-].\n\n[FFB800]Restante: {cvar(.TimerBrittleBones2:0)}[-]"
perkBrittleBonesRank3LongDesc,progression,Skills,,"You have very weak bones. Damage from enemy hits increased by [DECEA3]50%[-], safe fall height decreased by [DECEA3]5[-], chance of limb fractures from enemy hits increased by [DECEA3]50%[-].\n\n[FFB800]Remaining: {cvar(.TimerBrittleBones3:0)}[-]","У вас очень слабые кости. Урон от попадания противников увеличен на [DECEA3]50%[-]. Безопасная высота падения снижена на [DECEA3]5[-]. Шанс перелома конечностей при попадании противника увеличен на [DECEA3]50%[-].\n\n[FFB800]Осталось: {cvar(.TimerBrittleBones3:0)}[-]","Tienes huesos muy débiles. El daño de los golpes enemigos aumenta en un [DECEA3]50%[-], la altura de caída segura disminuye en [DECEA3]5[-], la probabilidad de fracturas de extremidades por golpes enemigos aumenta en un [DECEA3]50%[-].\n\n[FFB800]Restante: {cvar(.TimerBrittleBones3:0)}[-]"

perkWeaklingName,progression,perk,,Weakling,Слабак,Debilucho
perkWeaklingDesc,progression,perk,,"[FFB800]Every second[-] you reduce by [DECEA3]1[-] when overloaded, by [DECEA3]4[-] when strength training. Also by [DECEA3]2[-] when attacking normally, and by [DECEA3]4[-] when power attacking with a weapon or tool.","[FFB800]Каждую секунду[-] вы снижаете на [DECEA3]1[-] когда вы перегружены, на [DECEA3]4[-] при силовых тренировках. Также на [DECEA3]2[-] при обычной атаке, и на [DECEA3]4[-] при силовых атаках оружием или инструментом.","[FFB800]Cada segundo[-] se reduce en [DECEA3]1[-] al sobrecargarse, en [DECEA3]4[-] al entrenar la fuerza. También en [DECEA3]2[-] al atacar normalmente y en [DECEA3]4[-] al atacar con potencia con un arma o herramienta."
perkWeaklingRank1LongDesc,progression,Skills,,"You are weak. Reserve of strength consumption increased by [DECEA3]10%[-]. You can carry [DECEA3]3[-] fewer items without consequence. Your overall health is reduced by [DECEA3]10[-].\n\n[FFB800]Remaining: {cvar(.TimerWeakling1:0)}[-]","Вы слабы. На [DECEA3]10%[-] увеличен расход запаса сил. Вы переносите на [DECEA3]3[-] предмета меньше без последствий. Общий запас здоровья снижен на [DECEA3]10[-].\n\n[FFB800]Осталось: {cvar(.TimerWeakling1:0)}[-]","Eres débil. Reserva de consumo de fuerza aumentada en [DECEA3]10%[-]. Puedes llevar [DECEA3]3[-] objetos menos sin consecuencias. Tu salud general se reduce en [DECEA3]10[-].\n\n[FFB800]Restante: {cvar(.TimerWeakling1:0)}[-]"
perkWeaklingRank2LongDesc,progression,Skills,,"You are very weak. Reserve of strength consumption increased by [DECEA3]25%[-]. You can carry [DECEA3]6[-] fewer items without consequence. Your overall health is reduced by [DECEA3]20[-].\n\n[FFB800]Remaining: {cvar(.TimerWeakling2:0)}[-]","Вы очень слабы. На [DECEA3]25%[-] увеличен расход запаса сил. Вы переносите на [DECEA3]6[-] предмета меньше без последствий. Общий запас здоровья снижен на [DECEA3]20[-].\n\n[FFB800]Осталось: {cvar(.TimerWeakling2:0)}[-]","Eres muy débil. Reserva de consumo de fuerza aumentada en [DECEA3]25%[-]. Puedes llevar [DECEA3]6[-] objetos menos sin consecuencias. Tu salud general se reduce en [DECEA3]20[-].\n\n[FFB800]Restante: {cvar(.TimerWeakling2:0)}[-]"
perkWeaklingRank3LongDesc,progression,Skills,,"You're a real wimp. Good luck surviving, you're going to need it. Reserve of strength consumption increased by [DECEA3]50%[-]. You can carry [DECEA3]9[-] fewer items without consequence. Your overall health is reduced by [DECEA3]30[-].\n\n[FFB800]Remaining: {cvar(.TimerWeakling3:0)}[-]","Вы настоящий дохлик. Удачи в выживании, она вам понадобиться. На [DECEA3]50%[-] увеличен расход запаса сил. Вы переносите на [DECEA3]9[-] предмета меньше без последствий. Общий запас здоровья снижен на [DECEA3]30[-].\n\n[FFB800]Осталось: {cvar(.TimerWeakling3:0)}[-]","Eres un verdadero debilucho. Mucha suerte sobreviviendo, la vas a necesitar. Reserva de consumo de fuerza aumentada en [DECEA3]50%[-]. Puedes llevar [DECEA3]9[-] objetos menos sin consecuencias. Tu salud general se reduce en [DECEA3]30[-].\n\n[FFB800]Restante: {cvar(.TimerWeakling3:0)}[-]"

perkAllergySuffererName,progression,perk,,Allergy sufferer,Аллергик,Alérgico
perkAllergySuffererDesc,progression,perk,,"[FFB800]Every second[-] while you are in a forest biome, the counter decreases by [DECEA3]1[-]. It is further reduced by [DECEA3]1[-] if you are under the effect of an allergy.","[FFB800]Каждую секунду[-] когда вы находитесь в лесном биоме счетчик снижается на [DECEA3]1[-]. Дополнительно снижается на [DECEA3]1[-] если вы находитесь под эффектом аллергии.","[FFB800]Cada segundo[-] que estés en un bioma forestal, el contador disminuye en [DECEA3]1[-]. Se reduce aún más en [DECEA3]1[-] si sufres de una alergia."
perkAllergySuffererRank1LongDesc,progression,Skills,,"You are mildly allergic. Health and stamina while in grassy areas has been reduced by [DECEA3]10[-].\n\n[FFB800]Remaining: {cvar(.TimerAllergySufferer1:0)}[-]","У вас легкая аллергия. Запас здоровья и выносливости, при нахождении в травянистых зонах снижен на [DECEA3]10[-].\n\n[FFB800]Осталось: {cvar(.TimerAllergySufferer1:0)}[-]","Eres ligeramente alérgico. La salud y la resistencia se reducen en [DECEA3]10[-] cuando estás en áreas con hierba.\n\n[FFB800]Restante: {cvar(.TimerAllergySufferer1:0)}[-]"
perkAllergySuffererRank2LongDesc,progression,Skills,,"You are allergic. Health and stamina while in grassy areas has been reduced by [DECEA3]20[-].\n\n[FFB800]Remaining: {cvar(.TimerAllergySufferer2:0)}[-]","У вас аллергия. Запас здоровья и выносливости, при нахождении в травянистых зонах снижен на [DECEA3]20[-].\n\n[FFB800]Осталось: {cvar(.TimerAllergySufferer2:0)}[-]","Eres alérgico. La salud y la resistencia se reducen en [DECEA3]20[-] cuando estás en áreas con hierba.\n\n[FFB800]Restante: {cvar(.TimerAllergySufferer2:0)}[-]"
perkAllergySuffererRank3LongDesc,progression,Skills,,"You are very allergic. Health and stamina while in grassy areas has been reduced by [DECEA3]30[-].\n\n[FFB800]Remaining: {cvar(.TimerAllergySufferer3:0)}[-]","У вас сильная аллергия. Запас здоровья и выносливости, при нахождении в травянистых зонах снижен на [DECEA3]30[-].\n\n[FFB800]Осталось: {cvar(.TimerAllergySufferer3:0)}[-]","Eres muy alérgico. La salud y la resistencia se reducen en [DECEA3]30[-] cuando estás en áreas con hierba.\n\n[FFB800]Restante: {cvar(.TimerAllergySufferer3:0)}[-]"

perkWeakImmunityName,progression,perk,,Weak Immunity,Слабый иммунитет,Inmunidad Débil
perkWeakImmunityDesc,progression,perk,,"You have a weak immune system. There is a high chance of getting infected or poisoned.","У вас слабый иммунитет. Есть большой шанс получить заражение или отравление.","Tienes un sistema inmunológico débil. Hay una alta probabilidad de infectarse o envenenarse."
perkWeakImmunityRank1LongDesc,progression,Skills,,"You have mild immunity. The safe time in biomes has been reduced by [DECEA3]30[-] seconds, and the duration of protective smoothies has been reduced by [DECEA3]10%[-]. The chance of getting infected or poisoned has been increased by [DECEA3]10%[-].\n\nDeliverance requires strengthening immunity [DECEA3]4 hours.[-] There are [DECEA3]{cvar(.TimerWeakImmunity1:0)} seconds left.[-]\n[DECEA3]Immunity is strengthened every second whenever you are under the influence of a protective smoothie and are in this biome, when recovering from an infection, under the influence of vitamins.\nWhen you strengthen your immunity, the level of the character trait will decrease by 1 level.[-]","У вас легкий иммунитет. Время безопасного нахождения в биомах снижено на [DECEA3]30[-] секунд, а время действия защитных смузи снижено на [DECEA3]10%[-]. Шанс получения заражения или отравления увеличен на [DECEA3]10%[-].\n\nДля избавления требуется укреплять иммунитет [DECEA3]4 часа.[-] Осталось [DECEA3]{cvar(.TimerWeakImmunity1:0)} секунд.[-]\n[DECEA3]Иммунитет укрепляется каждую секунду, когда вы находитесь под действием защитного смузи в этом биоме, при восстановлении от инфекции, под действием витаминов.\nКогда вы укрепите иммунитет, уровень черты характера снизится на 1 уровень.[-]","Tienes inmunidad leve. El tiempo seguro en los biomas se ha reducido en [DECEA3]30[-] segundos, y la duración de los batidos protectores se ha reducido en un [DECEA3]10%[-]. La probabilidad de infectarse o envenenarse ha aumentado en un [DECEA3]10%[-].\n\nLa liberación requiere fortalecer la inmunidad [DECEA3]4 horas.[-] Quedan [DECEA3]{cvar(.TimerWeakImmunity1:0)} segundos.[-]\n[DECEA3]La inmunidad se fortalece cada segundo que estás bajo la influencia de un batido protector y en este bioma, al recuperarte de una infección, bajo la influencia de vitaminas.\nCuando fortalezcas tu inmunidad, el nivel del rasgo del personaje disminuirá en 1 nivel.[-]"
perkWeakImmunityRank2LongDesc,progression,Skills,,"You have weak immunity. The safe time in biomes has been reduced by [DECEA3]60[-] seconds, and the duration of protective smoothies has been reduced by [DECEA3]25%[-]. The chance of getting infected or poisoned has been increased by [DECEA3]25%[-].\n\nDeliverance requires strengthening immunity [DECEA3]8 hours.[-] There are [DECEA3]{cvar(.TimerWeakImmunity2:0)} seconds left.[-]\n[DECEA3]Immunity is strengthened every second whenever you are under the influence of a protective smoothie and are in this biome, when recovering from an infection, under the influence of vitamins.\nWhen you strengthen your immunity, the level of the character trait will decrease by 1 level.[-]","У вас слабый иммунитет. Время безопасного нахождения в биомах снижено на [DECEA3]60[-] секунд, а время действия защитных смузи снижено на [DECEA3]25%[-]. Шанс получения заражения или отравления увеличен на [DECEA3]25%[-].\n\nДля избавления требуется укреплять иммунитет [DECEA3]8 часов.[-] Осталось [DECEA3]{cvar(.TimerWeakImmunity2:0)} секунд.[-]\n[DECEA3]Иммунитет укрепляется каждую секунду, когда вы находитесь под действием защитного смузи в этом биоме, при восстановлении от инфекции, под действием витаминов.\nКогда вы укрепите иммунитет, уровень черты характера снизится на 1 уровень.[-]","Tienes inmunidad débil. El tiempo seguro en los biomas se ha reducido en [DECEA3]60[-] segundos, y la duración de los batidos protectores se ha reducido en un [DECEA3]25%[-]. La probabilidad de infectarse o envenenarse ha aumentado en un [DECEA3]25%[-].\n\nLa liberación requiere fortalecer la inmunidad [DECEA3]8 horas.[-] Quedan [DECEA3]{cvar(.TimerWeakImmunity2:0)} segundos.[-]\n[DECEA3]La inmunidad se fortalece cada segundo que estás bajo la influencia de un batido protector y en este bioma, al recuperarte de una infección, bajo la influencia de vitaminas.\nCuando fortalezcas tu inmunidad, el nivel del rasgo del personaje disminuirá en 1 nivel.[-]"
perkWeakImmunityRank3LongDesc,progression,Skills,,"You have almost no immunity. The safe time in biomes has been reduced by [DECEA3]90[-] seconds, and the duration of protective smoothies has been reduced by [DECEA3]50%[-]. The chance of getting infected or poisoned has been increased by [DECEA3]50%[-].\n\nDeliverance requires, it is necessary to strengthen immunity [DECEA3]12 hours.[-] There are [DECEA3]{cvar(.TimerWeakImmunity3:0)} seconds left.[-]\n[DECEA3]Immunity is strengthened every second whenever you are under the influence of a protective smoothie and are in this biome, when recovering from an infection, under the influence of vitamins.\nWhen you strengthen your immunity, the level of the character trait will decrease by 1 level.[-]","У вас почти нет иммунитета. Время безопасного нахождения в биомах снижено на [DECEA3]90[-] секунд, а время действия защитных смузи снижено на [DECEA3]50%[-]. Шанс получения заражения или отравления увеличен на [DECEA3]50%[-].\n\nДля избавления требуется укреплять иммунитет [DECEA3]12 часов.[-] Осталось [DECEA3]{cvar(.TimerWeakImmunity3:0)} секунд.[-]\n[DECEA3]Иммунитет укрепляется каждую секунду, когда вы находитесь под действием защитного смузи в этом биоме, при восстановлении от инфекции, под действием витаминов.\nКогда вы укрепите иммунитет, уровень черты характера снизится на 1 уровень.[-]","Casi no tienes inmunidad. El tiempo seguro en los biomas se ha reducido en [DECEA3]90[-] segundos, y la duración de los batidos protectores se ha reducido en un [DECEA3]50%[-]. La probabilidad de infectarse o envenenarse ha aumentado en un [DECEA3]50%[-].\n\nLa liberación requiere fortalecer la inmunidad [DECEA3]12 horas.[-] Quedan [DECEA3]{cvar(.TimerWeakImmunity3:0)} segundos.[-]\n[DECEA3]La inmunidad se fortalece cada segundo que estás bajo la influencia de un batido protector y en este bioma, al recuperarte de una infección, bajo la influencia de vitaminas.\nCuando fortalezcas tu inmunidad, el nivel del rasgo del personaje disminuirá en 1 nivel.[-]"

perkClumsyName,progression,perk,,Clumsy,Криворукий,Torpe
perkClumsyDesc,progression,perk,,"[FFB800]Each hit[-] when butchering dead animal or zombie carcasses reduces the counter by [DECEA3]1[-]","[FFB800]Каждый удар[-] при разделывании мертвых туш животных или зомби счетчик снижается на [DECEA3]1[-]","[FFB800]Cada golpe[-] al descuartizar cadáveres de animales o zombis reduce el contador en [DECEA3]1[-]"
perkClumsyRank1LongDesc,progression,Skills,,"Making something with your own hands is a difficult task for you. Item creation speed reduced by [DECEA3]5%[-]. The number of mutation samples mined decreased by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.CounterClumsy1:0)}[-]","Сделать что-то своими руками для вас сложная задача. Скорость создания предметов уменьшена на [DECEA3]5%[-]. Количество добываемых образцов мутации снижено на [DECEA3]10%[-].\n\n[FFB800]Осталось: {cvar(.CounterClumsy1:0)}[-]","Hacer algo con tus propias manos es una tarea difícil para ti. La velocidad de creación de objetos se reduce en un [DECEA3]5%[-]. El número de muestras de mutación extraídas disminuye en un [DECEA3]10%[-].\n\n[FFB800]Restante: {cvar(.CounterClumsy1:0)}[-]"
perkClumsyRank2LongDesc,progression,Skills,,"Any manual work is a real challenge for you. Item creation speed reduced by [DECEA3]15%[-]. The number of mutation samples mined decreased by [DECEA3]20%[-].\n\n[FFB800]Remaining: {cvar(.CounterClumsy2:0)}[-]","Любая ручная работа для вас целое испытание. Скорость создания предметов уменьшена на [DECEA3]15%[-]. Количество добываемых образцов мутации снижено на [DECEA3]20%[-].\n\n[FFB800]Осталось: {cvar(.CounterClumsy2:0)}[-]","Cualquier trabajo manual no es para ti. La velocidad de creación de objetos se reduce en un [DECEA3]10%[-]. El número de muestras de mutación extraídas disminuye en un [DECEA3]20%[-].\n\n[FFB800]Restante: {cvar(.CounterClumsy2:0)}[-]"
perkClumsyRank3LongDesc,progression,Skills,,"People like you say - Hands out of the ass. Item creation speed reduced by [DECEA3]25%[-]. The number of mutation samples mined decreased by [DECEA3]40%[-].\n\n[FFB800]Remaining: {cvar(.CounterClumsy3:0)}[-]","Про таких как вы говорят - Руки из жопы. Скорость создания предметов уменьшена на [DECEA3]25%[-]. Количество добываемых образцов мутации снижено на [DECEA3]40%[-].\n\n[FFB800]Осталось: {cvar(.CounterClumsy3:0)}[-]","Es mejor no dejarte hacer nada. La velocidad de creación de objetos se reduce en un [DECEA3]15%[-]. El número de muestras de mutación extraídas disminuye en un [DECEA3]30%[-].\n\n[FFB800]Restante: {cvar(.CounterClumsy3:0)}[-]"

perkPacifistName,progression,perk,,Pacifist,Пацифист,Pacifista
perkPacifistDesc,progression,perk,,"[FFB800]Each hit[-] received from a zombie reduces the counter by [DECEA3]1[-]","[FFB800]Каждый полученный удар[-] от зомби снижает счетчик на [DECEA3]1[-]","[FFB800]Cada golpe[-] recibido de un zombi reduce el contador en [DECEA3]1[-]"
perkPacifistRank1LongDesc,progression,Skills,,"You don't want to kill anyone, not even zombies. Stress resistance recovery on kill is reduced by [DECEA3]2x[-]. All damage dealt reduced by [DECEA3]10%[-]\n\n[FFB800]Remaining: {cvar(.CounterPacifist1:0)}[-]","Вы не хотите никого убивать, даже зомби. Восстановление стрессоустойчивости при убийстве снижено в [DECEA3]2 раза[-]. Весь наносимый урон снижен на [DECEA3]10%[-]\n\n[FFB800]Осталось: {cvar(.CounterPacifist1:0)}[-]","Eres un pacifista leve. El daño recibido de los enemigos en combate cuerpo a cuerpo aumenta en un [DECEA3]10%[-]. El daño infligido en combate cuerpo a cuerpo se reduce en un [DECEA3]5%[-].\n\n[FFB800]Restante: {cvar(.CounterPacifist1:0)}[-]"
perkPacifistRank2LongDesc,progression,Skills,,"You fundamentally do not kill, even zombies. Stress resistance is not restored when killing. All damage dealt reduced by [DECEA3]20%[-]\n\n[FFB800]Remaining: {cvar(.CounterPacifist2:0)}[-]","Вы принципиально не убиваете, даже зомби. Стрессоустойчивость снижается при убийстве. Весь наносимый урон снижен на [DECEA3]20%[-]\n\n[FFB800]Осталось: {cvar(.CounterPacifist2:0)}[-]","Eres un pacifista. El daño recibido de los enemigos en combate cuerpo a cuerpo aumenta en un [DECEA3]20%[-]. El daño infligido en combate cuerpo a cuerpo se reduce en un [DECEA3]10%[-].\n\n[FFB800]Restante: {cvar(.CounterPacifist2:0)}[-]"
perkPacifistRank3LongDesc,progression,Skills,,"Killing causes you stress. Stress tolerance decreases when killing. All damage dealt reduced by [DECEA3]30%[-]\n\n[FFB800]Remaining: {cvar(.CounterPacifist3:0)}[-]","Убийство вызывает у вас стресс. Стрессоустойчивость снижается при убийстве. Весь наносимый урон снижен на [DECEA3]30%[-]\n\n[FFB800]Осталось: {cvar(.CounterPacifist3:0)}[-]","Eres un verdadero pacifista. El daño recibido de los enemigos en combate cuerpo a cuerpo aumenta en un [DECEA3]30%[-]. El daño infligido en combate cuerpo a cuerpo se reduce en un [DECEA3]15%[-].\n\n[FFB800]Restante: {cvar(.CounterPacifist3:0)}[-]"

perkFearDarkName,progression,perk,,Fear of the Dark,Боязнь темноты,Miedo a la Oscuridad
