Key,Source,Context,Changes,English,Russian,Spanish
buffAgilityT3Name,buffs,buff,,[FFB800]Big[-] Lunch «Dexterous»,[FFB800]Большой[-] Обед «Ловкий»,[FFB800]Almuerzo Grande[-] «Diestro»
buffAgilityT3Tooltip,buffs,buff,,You ate the big lunch «Dexterous»,Вы употребили большой обед «Ловкий»,Comiste el almuerzo grande «Diestro»
buffAgilityT3Desc,buffs,Buff,,"A big set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+3[-]\n- Bonus to passive skill «Desert» [DECEA3]+2[-]\n- Jump height increased by [DECEA3]30%[-]\n- Mobility increased by [DECEA3]12%[-]\n- Bonus to damage of pistols [DECEA3]+25%[-]\n- Bonus to damage of knives [DECEA3]+50%[-]\n\nHalf of the food and water supply is restored instantly.","Большой комплексный обед, который значительно улучшает ваши навыки «Ловкость».\n\nБОНУСЫ ПРИ УПОТРЕБЛЕНИИ:\n- Бонус к запасу выносливости и здоровью [DECEA3]40[-]\n- Бонус к уровню атрибута «Ловкость» [DECEA3]+3[-]\n- Бонус к пассивному навыку «Пустыня» [DECEA3]+2[-]\n- Высота прыжка увеличена на [DECEA3]30%[-]\n- Мобильность увеличена на [DECEA3]12%[-]\n- Бонус к урону пистолетов [DECEA3]+25%[-]\n- Бонус к урону ножей [DECEA3]+50%[-]\n\nПоловина запаса еды и воды восстанавливается мгновенно.","Una gran comida preparada que mejora enormemente tus habilidades de Agilidad.\n\nBONIFICACIONES AL CONSUMIR:\n- Bonificación a la resistencia y salud [DECEA3]40[-]\n- Bonificación al nivel del atributo «Agilidad» [DECEA3]+3[-]\n- Bonificación a la habilidad pasiva «Desierto» [DECEA3]+2[-]\n- Altura de salto aumentada en [DECEA3]30%[-]\n- Movilidad aumentada en [DECEA3]12%[-]\n- Bonificación al daño de pistolas [DECEA3]+25%[-]\n- Bonificación al daño de cuchillos [DECEA3]+50%[-]\n\nLa mitad del suministro de comida y agua se restaura instantáneamente."

stimEquilibrium,items,item,,[DECEA3]Stimulant[-] «Equilibrium»,[DECEA3]Стимулятор[-] «Равновесие»,[DECEA3]Estimulante[-] «Equilibrio»
stimEquilibriumDesc,items,item,,"The experimental stimulator allows you to maintain balance in any conditions. During the action, you cannot be knocked over or stunned.","Экспериментальный стимулятор позволяет сохранять равновесие в любых условиях. Во время действия вас невозможно опрокинуть или оглушить.","El estimulante experimental te permite mantener el equilibrio en cualquier condición. Durante su efecto, no puedes ser derribado ni aturdido."
buffstimEquilibriumName,buffs,buff,,[DECEA3]Stimulant[-] «Equilibrium»,[DECEA3]Стимулятор[-] «Равновесие»,[DECEA3]Estimulante[-] «Equilibrio»
buffstimEquilibriumTooltip,buffs,buff,,You have activated [DECEA3]Stimulant[-] «Equilibrium»,Вы активировали [DECEA3]Стимулятор[-] «Равновесие»,Has activado [DECEA3]Estimulante[-] «Equilibrio»
buffstimEquilibriumDesc,buffs,Buff,,"During the action, you cannot be knocked over or stunned.","Во время действия вас невозможно опрокинуть или оглушить.","Durante su efecto, no puedes ser derribado ni aturdido."

stimClearGaze,items,item,,[DECEA3]Stimulant[-] «Clear Gaze»,[DECEA3]Стимулятор[-] «Ясный взор»,[DECEA3]Estimulante[-] «Mirada Clara»
stimClearGazeDesc,items,item,,"An experimental stimulant that allows you to focus on a target. While active, you are not affected by vision-altering effects.","Экспериментальный стимулятор позволяет сфокусироваться на цели. Во время действия на вас не действуют эффекты изменяющие обзор.","Un estimulante experimental que te permite concentrarte en un objetivo. Mientras está activo, no te afectan los efectos que alteran la visión."
buffstimClearGazeName,buffs,buff,,[DECEA3]Stimulant[-] «Clear Gaze»,[DECEA3]Стимулятор[-] «Ясный взор»,[DECEA3]Estimulante[-] «Mirada Clara»
buffstimClearGazeTooltip,buffs,buff,,You have activated [DECEA3]Stimulant[-] «Clear Gaze»,Вы активировали [DECEA3]Стимулятор[-] «Ясный взор»,Has activado [DECEA3]Estimulante[-] «Mirada Clara»
buffstimClearGazeDesc,buffs,Buff,,"While active, you are not affected by vision-altering effects.","Во время действия на вас не действуют эффекты изменяющие обзор.","Mientras está activo, no te afectan los efectos que alteran la visión."

stimIrradiatedShell,items,item,,[DECEA3]Stimulant[-] «Irradiated shell»,[DECEA3]Стимулятор[-] «Облученная оболочка»,[DECEA3]Estimulante[-] «Cáscara Irradiada»
stimIrradiatedShellDesc,items,item,,"The experimental stimulator temporarily protects against any radiation accumulation. You also remove current radiation much faster. After the effect is complete, the shell disappears and you receive [DECEA3]25%[-] of radiation at once.","Экспериментальный стимулятор на время защищает от любого накопления облучения. Также вы значительно быстрее снимаете текущее облучение. После завершения действия оболочка исчезает и вы получите единовременно [DECEA3]25%[-] облучения.","El estimulante experimental protege temporalmente contra cualquier acumulación de radiación. También eliminas la radiación actual mucho más rápido. Una vez que el efecto termina, la cáscara desaparece y recibes un [DECEA3]25%[-] de radiación de una vez."
buffstimIrradiatedShellName,buffs,buff,,[DECEA3]Stimulant[-] «Irradiated shell»,[DECEA3]Стимулятор[-] «Облученная оболочка»,[DECEA3]Estimulante[-] «Cáscara Irradiada»
buffstimIrradiatedShellTooltip,buffs,buff,,You have activated [DECEA3]Stimulant[-] «Irradiated shell»,Вы активировали [DECEA3]Стимулятор[-] «Облученная оболочка»,Has activado [DECEA3]Estimulante[-] «Cáscara Irradiada»
buffstimIrradiatedShellDesc,buffs,Buff,,"The experimental stimulator temporarily protects against any radiation buildup. It also removes any current radiation much faster.\n\n[DECEA3]Be extremely careful, as you will gain[-] [FFB800]25%[-] [DECEA3]radiation at once[-]","Экспериментальный стимулятор на время защищает от любого накопления облучения. Также вы значительно быстрее снимаете текущее облучение.\n\n[DECEA3]Будьте предельно осторожны, при завершении действия вы получите[-] [FFB800]25%[-] [DECEA3]облучения единовременно[-].","El estimulante experimental protege temporalmente contra cualquier acumulación de radiación. También elimina cualquier radiación actual mucho más rápido.\n\n[DECEA3]Ten mucho cuidado, ya que ganarás[-] [FFB800]25%[-] [DECEA3]de radiación de una vez[-]."

resourceRareMedicines,items,Resources,,[DECEA3]Rare[-] Medicines,Медикаменты [DECEA3]«Редкие»[-],[DECEA3]Medicinas Raras[-]
resourceRareMedicinesDesc,items,Resources,,"These drugs are almost impossible to find in the quarantine zone, but there are stockpiles in warehouses in the outside world. You can request a batch in exchange for support kits. Used to create experimental drugs.","Эти препараты почти невозможно найти в зоне карантина, но есть запасы на складах во внешнем мире. Вы можете запросить партию в обмен на наборы поддержки. Используются для создания экспериментальных препаратов.","Estos medicamentos son casi imposibles de encontrar en la zona de cuarentena, pero hay existencias en almacenes del mundo exterior. Puedes solicitar un lote a cambio de kits de apoyo. Se utilizan para crear medicamentos experimentales."
resourceMutagenСoncentrate,items,Resources,,Concentrate [5AFF75]Mutagen[-],Концентрат: [5AFF75]Мутаген[-],Concentrado [5AFF75]Mutágeno[-]
resourceMutagenСoncentrateDesc,items,Resources,,"This substance is almost unstudied. But some of its properties are clear to an experienced chemist. In experienced hands, it can be used to create experimental drugs.","Это субстанция почти не изучена. Но часть её свойств понятны опытному химику. В опытных руках её можно использовать для создания экспериментальных препаратов.","Esta sustancia está casi sin estudiar. Pero algunas de sus propiedades son claras para un químico experimentado. En manos expertas, puede usarse para crear medicamentos experimentales."

medicalFirstAidKitExp,items,Resources,,Resuscitation first aid kit,Реанимационная аптечка,Botiquín de primeros auxilios de reanimación
medicalFirstAidKitExpDesc,items,Resources,,"This is the best medical care you can get in the zone. Increased health reserve and its recovery speed. Treats any fractures and abrasions and instantly restores a certain reserve (Improved by the Medic skill).","Это лучшая медицинская помощь, которую вообще можно получить в зоне. Увеличенный запас восстанавливаемого здоровья и скорость его восстановления. Лечит любые переломы и ссадины, а также мгновенно восстанавливает определенный запас (Улучшается навыком Медик).","Esta es la mejor atención médica que puedes obtener en la zona. Aumenta la reserva de salud y su velocidad de recuperación. Trata cualquier fractura y abrasión y restaura instantáneamente una cierta reserva (Mejorado por la habilidad Médico)."

BoosterXP3,items,Item,,Booster «Experienced» [DECEA3]Daily[-],Бустер «Опытный» [DECEA3]Ежедневный[-],Potenciador «Experimentado» [DECEA3]Diario[-]
BoosterXP3Desc,items,Item,,"Increases the amount of experience gained by 5% and the quality of loot by 10%. Duration 3 hours.","Увеличивает количество получаемого опыта на 5% и качество лута на 10%. Длительность 3 часа.","Aumenta la cantidad de experiencia obtenida en un 5% y la calidad del botín en un 10%. Duración 3 horas."
BoosterXPPremium,items,Item,,Booster «Experienced» [FFB800]Premium[-],Бустер «Опытный» [FFB800]Премиум[-],Potenciador «Experimentado» [FFB800]Premium[-]
BoosterXPPremiumDesc,items,Item,,"Increases the amount of experience gained by 15% and the quality of loot by 25%. Duration 12 hours.","Увеличивает количество получаемого опыта на 15% и качество лута на 25%. Длительность 12 часов.","Aumenta la cantidad de experiencia obtenida en un 15% y la calidad del botín en un 25%. Duración 12 horas."

buffBoosterXP3Name,buffs,buff,,Booster «Experienced» [DECEA3]Daily[-],Бустер «Опытный» [DECEA3]Ежедневный[-],Potenciador «Experimentado» [DECEA3]Diario[-]
buffBoosterXP3Tooltip,buffs,buff,,You have activated the daily booster «Experienced»,Вы активировали ежедневный бустер «Опытный»,Has activado el potenciador diario «Experimentado»
buffBoosterXP3Desc,buffs,Buff,,"Increases the amount of experience gained by 5% and loot stage by 10. Duration 3 hours.","Увеличивает количество получаемого опыта на 5% и стадию добычи на 10. Длительность 3 часа.","Aumenta la cantidad de experiencia obtenida en un 5% y la fase de botín en 10. Duración 3 horas."
buffBoosterXPPremiumName,buffs,buff,,Booster «Experienced» [FFB800]Premium[-],Бустер «Опытный» [FFB800]Премиум[-],Potenciador «Experimentado» [FFB800]Premium[-]
buffBoosterXPPremiumTooltip,buffs,buff,,You have activated the premium booster «Experienced»,Вы активировали премиум бустер «Опытный»,Has activado el potenciador premium «Experimentado»
buffBoosterXPPremiumDesc,buffs,Buff,,"Increases the amount of experience gained by 15% and loot stage by 25. Duration 12 hours.","Увеличивает количество получаемого опыта на 15% и стадию добычи на 25. Длительность 12 часов.","Aumenta la cantidad de experiencia obtenida en un 15% y la fase de botín en 25. Duración 12 horas."

BoosterKiller3,items,Item,,Booster «Killer» [DECEA3]Daily[-],Бустер «Убийца» [DECEA3]Ежедневный[-],Potenciador «Asesino» [DECEA3]Diario[-]
BoosterKiller3Desc,items,Item,,"Increases any damage to zombies by 15% and damage to bosses by 5%. Duration 3 hours.","Увеличивает любой урон по зомби на 15% и урон по боссам на 5%. Длительность 3 часа.","Aumenta cualquier daño a zombis en un 15% y el daño a jefes en un 5%. Duración 3 horas."
BoosterKillerPremium,items,Item,,Booster «Killer» [FFB800]Premium[-],Бустер «Убийца» [FFB800]Премиум[-],Potenciador «Asesino» [FFB800]Premium[-]
BoosterKillerPremiumDesc,items,Item,,"Increases any damage to zombies by 25% and damage to bosses by 10%. Duration 12 hours.","Увеличивает любой урон по зомби на 25% и урон по боссам на 10%. Длительность 12 часов.","Aumenta cualquier daño a zombis en un 25% y el daño a jefes en un 10%. Duración 12 horas."

buffBoosterKiller3Name,buffs,buff,,Booster «Killer» [DECEA3]Daily[-],Бустер «Убийца» [DECEA3]Ежедневный[-],Potenciador «Asesino» [DECEA3]Diario[-]
buffBoosterKiller3Tooltip,buffs,buff,,You have activated the daily booster «Killer»,Вы активировали ежедневный бустер «Убийца»,Has activado el potenciador diario «Asesino»
buffBoosterKiller3Desc,buffs,Buff,,"Increases any damage to zombies by 15% and damage to bosses by 5%. Duration 3 hours.","Увеличивает любой урон по зомби на 15% и урон по боссам на 5%. Длительность 3 часа.","Aumenta cualquier daño a zombis en un 15% y el daño a jefes en un 5%. Duración 3 horas."
buffBoosterKillerPremiumName,buffs,buff,,Booster «Killer» [FFB800]Premium[-],Бустер «Убийца» [FFB800]Премиум[-],Potenciador «Asesino» [FFB800]Premium[-]
buffBoosterKillerPremiumTooltip,buffs,buff,,You have activated the premium booster «Killer»,Вы активировали премиум бустер «Убийца»,Has activado el potenciador premium «Asesino»
buffBoosterKillerPremiumDesc,buffs,Buff,,"Increases any damage to zombies by 25% and damage to bosses by 10%. Duration 12 hours.","Увеличивает любой урон по зомби на 25% и урон по боссам на 10%. Длительность 12 часов.","Aumenta cualquier daño a zombis en un 25% y el daño a jefes en un 10%. Duración 12 horas."

BoosterBreadwinner3,items,Item,,Booster «Breadwinner» [DECEA3]Daily[-],Бустер «Добытчик» [DECEA3]Ежедневный[-],Potenciador «Proveedor» [DECEA3]Diario[-]
BoosterBreadwinner3Desc,items,Item,,"Increases the amount of any mined resources by 10%. Duration 3 hours.","Увеличивает количество любых добываемых ресурсов на 10%. Длительность 3 часа.","Aumenta la cantidad de cualquier recurso minado en un 10%. Duración 3 horas."
BoosterBreadwinnerPremium,items,Item,,Booster «Breadwinner» [FFB800]Premium[-],Бустер «Добытчик» [FFB800]Премиум[-],Potenciador «Proveedor» [FFB800]Premium[-]
BoosterBreadwinnerPremiumDesc,items,Item,,"Increases the amount of any mined resources by 25%. Duration 12 hours.","Увеличивает количество любых добываемых ресурсов на 25%. Длительность 12 часов.","Aumenta la cantidad de cualquier recurso minado en un 25%. Duración 12 horas."

buffBoosterBreadwinner3Name,buffs,buff,,Booster «Breadwinner» [DECEA3]Daily[-],Бустер «Добытчик» [DECEA3]Ежедневный[-],Potenciador «Proveedor» [DECEA3]Diario[-]
buffBoosterBreadwinner3Tooltip,buffs,buff,,You have activated the daily booster «Breadwinner»,Вы активировали ежедневный бустер «Добытчик»,Has activado el potenciador diario «Proveedor»
buffBoosterBreadwinner3Desc,buffs,Buff,,"Increases the amount of any mined resources by 10%. Duration 3 hours.","Увеличивает количество любых добываемых ресурсов на 10%. Длительность 3 часа.","Aumenta la cantidad de cualquier recurso minado en un 10%. Duración 3 horas."
buffBoosterBreadwinnerPremiumName,buffs,buff,,Booster «Breadwinner» [FFB800]Premium[-],Бустер «Добытчик» [FFB800]Премиум[-],Potenciador «Proveedor» [FFB800]Premium[-]
buffBoosterBreadwinnerPremiumTooltip,buffs,buff,,You have activated the premium booster «Breadwinner»,Вы активировали премиум бустер «Добытчик»,Has activado el potenciador premium «Proveedor»
buffBoosterBreadwinnerPremiumDesc,buffs,Buff,,"Increases the amount of any mined resources by 25%. Duration 12 hours.","Увеличивает количество любых добываемых ресурсов на 25%. Длительность 12 часов.","Aumenta la cantidad de cualquier recurso minado en un 25%. Duración 12 horas."

0000 -- MAGAZINE's BOOSTERS -- 0000

MBoosterHarvestingTools,items,Item,,Magazine Booster [5AFF75]«Tools Digest»[-],Бустер журналов [5AFF75]«Мир инструментов»[-],
MBoosterHarvestingToolsDesc,items,Item,,"Significantly increases the chance of finding magazines «Tools Digest»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Мир инструментов»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterHarvestingToolsName,buffs,buff,,Magazine Booster [5AFF75]«Tools Digest»[-],Бустер журналов [5AFF75]«Мир инструментов»[-],
buffMBoosterHarvestingToolsTooltip,buffs,buff,,You have activated the «Tools Digest» magazine booster.,Вы активировали бустер журналов «Мир инструментов»,
buffMBoosterHarvestingToolsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Tools Digest»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Мир инструментов»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterRepairTools,items,Item,,Magazine Booster [5AFF75]«Handy Land»[-],Бустер журналов [5AFF75]«На все руки мастер»[-],
MBoosterRepairToolsDesc,items,Item,,"Significantly increases the chance of finding magazines «Handy Land»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «На все руки мастер»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterRepairToolsName,buffs,buff,,Magazine Booster [5AFF75]«Handy Land»[-],Бустер журналов [5AFF75]«На все руки мастер»[-],
buffMBoosterRepairToolsTooltip,buffs,buff,,You have activated the «Handy Land» magazine booster.,Вы активировали бустер журналов «На все руки мастер»,
buffMBoosterRepairToolsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Handy Land»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «На все руки мастер»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterSalvageTools,items,Item,,Magazine Booster [5AFF75]«Scrapping 4 Fun»[-],Бустер журналов [5AFF75]«Сокровища свалки»[-],
MBoosterSalvageToolsDesc,items,Item,,"Significantly increases the chance of finding magazines «Scrapping 4 Fun»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Сокровища свалки»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterSalvageToolsName,buffs,buff,,Magazine Booster [5AFF75]«Scrapping 4 Fun»[-],Бустер журналов [5AFF75]«Сокровища свалки»[-],
buffMBoosterSalvageToolsTooltip,buffs,buff,,You have activated the «Scrapping 4 Fun» magazine booster.,Вы активировали бустер журналов «Сокровища свалки»,
buffMBoosterSalvageToolsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Scrapping 4 Fun»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Сокровища свалки»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterKnuckles,items,Item,,Magazine Booster [5AFF75]«Furious Fists»[-],Бустер журналов [5AFF75]«Кулаки ярости»[-],
MBoosterKnucklesDesc,items,Item,,"Significantly increases the chance of finding magazines «Furious Fists»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Кулаки ярости»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterKnucklesName,buffs,buff,,Magazine Booster [5AFF75]«Furious Fists»[-],Бустер журналов [5AFF75]«Кулаки ярости»[-],
buffMBoosterKnucklesTooltip,buffs,buff,,You have activated the «Furious Fists» magazine booster.,Вы активировали бустер журналов «Кулаки ярости»,
buffMBoosterKnucklesDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Furious Fists»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Кулаки ярости»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterBlades,items,Item,,Magazine Booster [5AFF75]«Knife Guy»[-],Бустер журналов [5AFF75]«Ножевик»[-],
MBoosterBladesDesc,items,Item,,"Significantly increases the chance of finding magazines «Knife Guy»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Ножевик»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterBladesName,buffs,buff,,Magazine Booster [5AFF75]«Knife Guy»[-],Бустер журналов [5AFF75]«Ножевик»[-],
buffMBoosterBladesTooltip,buffs,buff,,You have activated the «Knife Guy» magazine booster.,Вы активировали бустер журналов «Ножевик»,
buffMBoosterBladesDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Knife Guy»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Ножевик»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterClubs,items,Item,,Magazine Booster [5AFF75]«Big Hitters»[-],Бустер журналов [5AFF75]«Любители бейсбола»[-],
MBoosterClubsDesc,items,Item,,"Significantly increases the chance of finding magazines «Big Hitters»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Любители бейсбола»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterClubsName,buffs,buff,,Magazine Booster [5AFF75]«Big Hitters»[-],Бустер журналов [5AFF75]«Любители бейсбола»[-],
buffMBoosterClubsTooltip,buffs,buff,,You have activated the «Big Hitters» magazine booster.,Вы активировали бустер журналов «Любители бейсбола»,
buffMBoosterClubsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Big Hitters»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Любители бейсбола»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterSledgehammers,items,Item,,Magazine Booster [5AFF75]«Get Hammered»[-],Бустер журналов [5AFF75]«Молотобоец»[-],
MBoosterSledgehammersDesc,items,Item,,"Significantly increases the chance of finding magazines «Get Hammered»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Молотобоец»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterSledgehammersName,buffs,buff,,Magazine Booster [5AFF75]«Get Hammered»[-],Бустер журналов [5AFF75]«Молотобоец»[-],
buffMBoosterSledgehammersTooltip,buffs,buff,,You have activated the «Get Hammered» magazine booster.,Вы активировали бустер журналов «Молотобоец»,
buffMBoosterSledgehammersDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Get Hammered»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Молотобоец»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterSpears,items,Item,,Magazine Booster [5AFF75]«Sharp Sticks»[-],Бустер журналов [5AFF75]«Острые штучки»[-],
MBoosterSpearsDesc,items,Item,,"Significantly increases the chance of finding magazines «Sharp Sticks»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Острые штучки»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterSpearsName,buffs,buff,,Magazine Booster [5AFF75]«Sharp Sticks»[-],Бустер журналов [5AFF75]«Острые штучки»[-],
buffMBoosterSpearsTooltip,buffs,buff,,You have activated the «Sharp Sticks» magazine booster.,Вы активировали бустер журналов «Острые штучки»,
buffMBoosterSpearsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Sharp Sticks»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Острые штучки»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterBows,items,Item,,Magazine Booster [5AFF75]«Bow Hunters»[-],Бустер журналов [5AFF75]«Охотимся с луком»[-],
MBoosterBowsDesc,items,Item,,"Significantly increases the chance of finding magazines «Bow Hunters»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Охотимся с луком»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterBowsName,buffs,buff,,Magazine Booster [5AFF75]«Bow Hunters»[-],Бустер журналов [5AFF75]«Охотимся с луком»[-],
buffMBoosterBowsTooltip,buffs,buff,,You have activated the «Bow Hunters» magazine booster.,Вы активировали бустер журналов «Охотимся с луком»,
buffMBoosterBowsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Bow Hunters»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Охотимся с луком»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterHandguns,items,Item,,Magazine Booster [5AFF75]«Handgun Magazine»[-],Бустер журналов [5AFF75]«Короткоствол»[-],
MBoosterHandgunsDesc,items,Item,,"Significantly increases the chance of finding magazines «Handgun Magazine»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Короткоствол»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterHandgunsName,buffs,buff,,Magazine Booster [5AFF75]«Handgun Magazine»[-],Бустер журналов [5AFF75]«Короткоствол»[-],
buffMBoosterHandgunsTooltip,buffs,buff,,You have activated the «Handgun Magazine» magazine booster.,Вы активировали бустер журналов «Короткоствол»,
buffMBoosterHandgunsDesc,buffs,Buff,,"Significantly increases the chance of finding magazines «Handgun Magazine»\n\n[DECEA3]Only one magazine booster can be active at a time. Doesn't work if all journals are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Короткоствол»\n\n[DECEA3]Одновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",

MBoosterShotguns,items,Item,,Magazine Booster [5AFF75]«Shotgun Weekly»[-],Бустер журналов [5AFF75]«Еженедельная дробь»[-],
MBoosterShotgunsDesc,items,Item,,"Significantly increases the chance of finding magazines «Shotgun Weekly»\n\n[DECEA3]Duration 1 hour. Only one magazine booster can be active at a time. Does not work if all magazines are studied, including mastery.[-]","Значительно увеличивает шанс найти журналы «Еженедельная дробь»\n\n[DECEA3]Длительность 1 час.\nОдновременно может быть активен только один бустер журналов.\n\nЭффект не работает при полном изучении всех журналов (включая мастерство).[-]",
buffMBoosterShotgunsName,buffs,buff,,Magazine Booster [5AFF75]«Shotgun Weekly»[-],Бустер журналов [5AFF75]«Еженедельная дробь»[-],
buffMBoosterShotgunsTooltip,buffs,buff,,You have activated the «Shotgun Weekly» magazine booster.,Вы активировали бустер журналов «Еженедельная дробь»,
