Key,Source,Context,Changes,English,Russian,Spanish
buffFarmerSetBonusDesc,buffs,Buff,,"A real farmer knows how to harvest the crop correctly without damaging it.\n\nMakes it possible to collect an additional  {cvar(.armorFarmerFSBDisplay:0)}% of the harvest","Настоящий фермер знает, как правильно собирать урожай, не повредив его.\n\nДаёт возможность дополнительно собрать {cvar(.armorFarmerFSBDisplay:0)}% урожая","Un verdadero granjero sabe cómo cosechar el cultivo correctamente sin dañarlo.\n\nHace posible recolectar un {cvar(.armorFarmerFSBDisplay:0)}% adicional de la cosecha."
buffFarmerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Farmer's kit, you know how to properly harvest crops without damaging them.\n\nGives you the opportunity to additionally harvest {cvar(.armorSemiFarmerFSBDisplay:0)}% of the crop.","Даже в неполном комплекте Фермера. Вы знаете, как правильно собирать урожай, не повредив его.\n\nДаёт возможность дополнительно собрать {cvar(.armorSemiFarmerFSBDisplay:0)}% урожая.","Incluso con un kit de granjero incompleto, sabes cómo cosechar los cultivos correctamente sin dañarlos.\n\nTe da la oportunidad de cosechar un {cvar(.armorSemiFarmerFSBDisplay:0)}% adicional del cultivo."

armorBikerHelmetDesc,items,Clothes,,"Medium Armor\nYou always easily adapt to new areas. Increases all experience gained in desert and winter biomes.\n\nFull Set Bonus: Additional experience for killing ferals and radiated zombies.","Средняя броня\nВы всегда легко адаптируетесь в новой местности. Увеличивает весь получаемый опыт в пустынных и зимних биомах.\n\nБонус за комплект: Дополнительный опыт за убийство диких и зараженных зомби.","Armadura media\nSiempre te adaptas fácilmente a nuevas áreas. Aumenta toda la experiencia obtenida en biomas desérticos e invernales.\n\nBonificación de conjunto completo: Experiencia adicional por matar zombis salvajes y radiados."
armorBikerOutfitDesc,items,Clothes,,"Medium Armor\nYou can easily put your face under attack. Increases the number of health points.\n\nFull Set Bonus: Additional experience for killing ferals and radiated zombies.","Средняя броня\nВы легко можете подставлять лицо под удар. Увеличивает количество единиц здоровья.\n\nБонус за комплект: Дополнительный опыт за убийство диких и зараженных зомби.","Armadura media\nPuedes poner tu cara bajo ataque fácilmente. Aumenta el número de puntos de salud.\n\nBonificación de conjunto completo: Experiencia adicional por matar zombis salvajes y radiados."
armorBikerGlovesDesc,items,Clothes,,"Medium Armor\nDon't fight back - so what? Increases the attack speed of clubs and sledgehammers.\n\nFull Set Bonus: Additional experience for killing ferals and radiated zombies.","Средняя броня\nНе дать сдачи - это как? Увеличивает скорость атаки дубин и кувалд.\n\nБонус за комплект: Дополнительный опыт за убийство диких и зараженных зомби.","Armadura media\nNo te defiendas, ¿y qué? Aumenta la velocidad de ataque de garrotes y mazos.\n\nBonificación de conjunto completo: Experiencia adicional por matar zombis salvajes y radiados."
armorBikerBootsDesc,items,Clothes,,"Medium Armor\nWithout transport it’s like without hands. Reduces fuel consumption of vehicles.\n\nFull Set Bonus: Additional experience for killing ferals and radiated zombies.","Средняя броня\nБез транспорта как без рук. Уменьшает расход топлива у транспорта.\n\nБонус за комплект: Дополнительный опыт за убийство диких и зараженных зомби.","Armadura media\nSin transporte es como sin manos. Reduce el consumo de combustible de los vehículos.\n\nBonificación de conjunto completo: Experiencia adicional por matar zombis salvajes y radiados."
buffBikerSetBonusTooltip,buffs,Buff,,Biker Full Set Bonus Active,Бонус за полный комплект байкера активен,Bonificación de conjunto completo de motociclista activa
buffBikerSemiSetBonusTooltip,buffs,Buff,,Biker Semi Set Bonus Active,Бонус за полукомплект байкера активен,Bonificación de medio conjunto de motociclista activa
buffBikerSetBonusDesc,buffs,Buff,,"Lover of stronger opponents.\n\nExperience for killing ferals and radiated zombies increased by {cvar(.armorBikerFSBDisplay:0)}%","Любитель противников посильнее.\n\nОпыт за убийство диких и зараженных зомби увеличен на {cvar(.armorBikerFSBDisplay:0)}%","Amante de oponentes más fuertes.\n\nExperiencia por matar zombis salvajes y radiados aumentada en {cvar(.armorBikerFSBDisplay:0)}%"
buffBikerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Biker set, you are a fan of stronger opponents.\n\nExperience for killing wild and infected zombies increased by {cvar(.armorSemiBikerFSBDisplay:0)}%","Даже в неполном комплекте Байкера. Вы любитель противников посильнее.\n\nОпыт за убийство диких и зараженных зомби увеличен на {cvar(.armorSemiBikerFSBDisplay:0)}%","Incluso con un conjunto de motociclista incompleto, eres un fanático de los oponentes más fuertes.\n\nExperiencia por matar zombis salvajes e infectados aumentada en {cvar(.armorSemiBikerFSBDisplay:0)}%"

armorScavengerOutfitDesc,items,Clothes,,"Medium Armor\nYou never know what you can do till you try. Increases the parsing speed and the number of items received.\n\nFull Set Bonus: Find better quality loot.","Средняя броня\nГлаза боятся, а руки делают. Увеличивает скорость разбора, количество получаемых предметов и грузоподъёмность персонажа.\n\nБонус за полный комплект: повышает качество находимой добычи.","Armadura media\nNunca sabes lo que puedes hacer hasta que lo intentas. Aumenta la velocidad de análisis y la cantidad de objetos recibidos.\n\nBonificación de conjunto completo: Encuentra botín de mejor calidad."
buffScavengerSetBonusTooltip,buffs,Buff,,Scavenger Full Set Bonus Active,Бонус за полный комплект мусорщика активен,Bonificación de conjunto completo de carroñero activa
buffScavengerSemiSetBonusTooltip,buffs,Buff,,Scavenger Semi Set Bonus Active,Бонус за полукомплект мусорщика активен,Bonificación de medio conjunto de carroñero activa
buffScavengerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Scavenger set, you have a keen eye for finding valuable resources that would escape the gaze of others.\n\nYou find loot that is {cvar(.armorSemiScavengerFSBDisplay:0)}% higher in quality","Даже в неполном комплекте Мусорщика у вас наметанный глаз - вы можете найти ценные ресурсы, которые ускользнули бы от любого другого взгляда.\n\nВы находите добычу на {cvar(.armorSemiScavengerFSBDisplay:0)}% выше качеством","Incluso con un conjunto de carroñero incompleto, tienes un ojo agudo para encontrar recursos valiosos que escaparían a la mirada de otros.\n\nEncuentras botín con un {cvar(.armorSemiScavengerFSBDisplay:0)}% más de calidad."

armorRangerHelmetDesc,items,Clothes,,"Medium Armor\nRangers are ruthless negotiators, especially while wearing a well crafted hat. Increases bartering.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЕгеря — отчаянные переговорщики, особенно если на них надета добротно сделанная шляпа. Повышает выгодность сделок при торговле.\n\nБонус за комплект: Увеличивает весь наносимый урон и даёт сопротивление к 1 эффекту радиации","Armadura media\nLos guardabosques son negociadores implacables, especialmente cuando llevan un sombrero bien hecho. Aumenta el trueque.\n\nBonificación de conjunto completo: Aumenta todo el daño infligido y proporciona resistencia a 1 efecto de radiación."
armorRangerOutfitDesc,items,Clothes,,"Medium Armor\nNature has taught strength not only of the spirit, but also of the body. Increases the number of health points.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nПрирода научила крепости не только духа, но и тела. Увеличивает количество единиц здоровья.\n\nБонус за комплект: Увеличивает весь наносимый урон и даёт сопротивление к 1 эффекту радиации","Armadura media\nLa naturaleza ha enseñado la fuerza no solo del espíritu, sino también del cuerpo. Aumenta el número de puntos de salud.\n\nBonificación de conjunto completo: Aumenta todo el daño infligido y proporciona resistencia a 1 efecto de radiación."
armorRangerGlovesDesc,items,Clothes,,"Medium Armor\nThese comfortable gloves allow you to quickly handle any weapon. Increases weapon reload speed.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЭти удобные перчатки позволяют быстро управляться с любым оружием. Увеличивает скорость перезарядки оружия.\n\nБонус за комплект: Увеличивает весь наносимый урон и даёт сопротивление к 1 эффекту радиации","Armadura media\nEstos cómodos guantes te permiten manejar rápidamente cualquier arma. Aumenta la velocidad de recarga del arma.\n\nBonificación de conjunto completo: Aumenta todo el daño infligido y proporciona resistencia a 1 efecto de radiación."
armorRangerBootsDesc,items,Clothes,,"Medium Armor\nEndurance is the key to successful survival in the wild. Increases stamina.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЗапас выносливости залог успешного выживания в дикой местности. Увеличивает количество единиц выносливости.\n\nБонус за комплект: Увеличивает весь наносимый урон и даёт сопротивление к 1 эффекту радиации","Armadura media\nLa resistencia es la clave para una supervivencia exitosa en la naturaleza. Aumenta la resistencia.\n\nBonificación de conjunto completo: Aumenta todo el daño infligido y proporciona resistencia a 1 efecto de radiación."
buffRangerSetBonusTooltip,buffs,Buff,,Ranger Full Set Bonus Active,Бонус за полный комплект егеря активен,Bonificación de conjunto completo de guardabosques activa
buffRangerSemiSetBonusTooltip,buffs,Buff,,Ranger Semi Set Bonus Active,Бонус за полукомплект егеря активен,Bonificación de medio conjunto de guardabosques activa
buffRangerSetBonusDesc,buffs,Buff,,"The ability to survive in any conditions allows you to deal increased damage with any weapon and in any weather.\n\nAll ranged damage increased by {cvar(.armorRangerFSBDisplay:0)}%\nGrants resistance to one active radiation effect.","Умение выживать в любых условиях позволяет вам наносить повышенный урон любым оружием и в любую погоду.\n\nВесь наносимый урон в дальнем бою увеличен на {cvar(.armorRangerFSBDisplay:0)}%\nДаёт сопротивление к одному эффекту активной радиации.","La capacidad de sobrevivir en cualquier condición te permite infligir mayor daño con cualquier arma y en cualquier clima.\n\nTodo el daño a distancia aumentado en {cvar(.armorRangerFSBDisplay:0)}%\nOtorga resistencia a un efecto de radiación activa."
buffRangerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Ranger set, you deal increased damage with any weapon and in any weather.\n\nAll ranged damage increased by {cvar(.armorSemiRangerFSBDisplay:0)}%","Даже в неполном комплекте Егеря. Вы наносите повышенный урон любым оружием и в любую погоду.\n\nВесь наносимый урон в дальнем бою увеличен на {cvar(.armorSemiRangerFSBDisplay:0)}%","Incluso con un conjunto de Guardabosques incompleto, infliges mayor daño con cualquier arma y en cualquier clima.\n\nTodo el daño a distancia aumentado en {cvar(.armorSemiRangerFSBDisplay:0)}%"

armorCommandoHelmetDesc,items,Clothes,,"Medium Armor\nHard training and injuries were not in vain. Everything heals on you like on a dog.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nТяжелые тренировки и травмы не прошли даром. На вас все заживает, как на собаке.\n\nБонус за комплект: Увеличивает урон, наносимый автоматическим оружием.","Armadura media\nEl entrenamiento duro y las lesiones no fueron en vano. Todo se cura en ti como en un perro.\n\nBonificación de conjunto completo: Aumenta el daño infligido por armas automáticas."
armorCommandoOutfitDesc,items,Clothes,,"Medium Armor\nTrue commandos endure without flinching. Faster critical injury recovery.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nНастоящие спецназовцы выдерживают любой удар, не дрогнув. Ускоряет восстановление после критических травм.\n\nБонус за комплект: Увеличивает урон, наносимый автоматическим оружием.","Armadura media\nLos verdaderos comandos resisten sin inmutarse. Recuperación más rápida de lesiones críticas.\n\nBonificación de conjunto completo: Aumenta el daño infligido por armas automáticas."
armorCommandoGlovesDesc,items,Clothes,,"Medium Armor\nA good shooter disassembles and reassembles his weapon with ease, and the reloading process is brought to perfection. Increases the reload speed of automatic weapons.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nХороший стрелок с легкостью разбирает и собирает свое оружие, а процесс перезарядки доведен до совершенства. Увеличивает скорость перезарядки автоматического оружия.\n\nБонус за комплект: Увеличивает урон, наносимый автоматическим оружием.","Armadura media\nUn buen tirador desmonta y vuelve a montar su arma con facilidad, y el proceso de recarga se perfecciona. Aumenta la velocidad de recarga de las armas automáticas.\n\nBonificación de conjunto completo: Aumenta el daño infligido por armas automáticas."
armorCommandoBootsDesc,items,Clothes,,"Medium Armor\nThese shoes are suitable for the most challenging obstacle courses. Increases safe fall height.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nЭта обувь подойдет для самой сложной полосы препятствий. Увеличивает безопасную высоту падения.\n\nБонус за комплект: Увеличивает урон, наносимый автоматическим оружием.","Armadura media\nEstos zapatos son adecuados para las carreras de obstáculos más desafiantes. Aumenta la altura de caída segura.\n\nBonificación de conjunto completo: Aumenta el daño infligido por armas automáticas."
buffCommandoSetBonusTooltip,buffs,Buff,,Commando Full Set Bonus Active,Бонус за полный комплект спецназа активен,Bonificación de conjunto completo de comando activa
buffCommandoSemiSetBonusTooltip,buffs,Buff,,Commando Semi Set Bonus Active,Бонус за полукомплект спецназа активен,Bonificación de medio conjunto de comando activa
buffCommandoSetBonusDesc,buffs,Buff,,"Your weapons are machine guns and machine guns. You can do wonders with them.\n\nDamage dealt by automatic weapons increased by {cvar(.armorCommandoFSBDisplay:0)}%","Ваше оружие - пулеметы и автоматы. С ними вы можете творить чудеса.\n\nУрон наносимый автоматическим оружием увеличен на {cvar(.armorCommandoFSBDisplay:0)}%","Tus armas son ametralladoras y armas automáticas. Puedes hacer maravillas con ellas.\n\nDaño infligido por armas automáticas aumentado en {cvar(.armorCommandoFSBDisplay:0)}%"
buffCommandoSemiSetBonusDesc,buffs,Buff,,"Even in an incomplete Commando set, your weapons are machine guns and assault rifles. With them you can work wonders.\n\nDamage dealt by automatic weapons is increased by {cvar(.armorSemiCommandoFSBDisplay:0)}%","Даже в неполном комплекте Спецназа. Ваше оружие - пулеметы и автоматы. С ними вы можете творить чудеса.\n\nУрон наносимый автоматическим оружием увеличен на {cvar(.armorSemiCommandoFSBDisplay:0)}%","Incluso con un conjunto de Comando incompleto, tus armas son ametralladoras y rifles de asalto. Con ellas puedes hacer maravillas.\n\nEl daño infligido por armas automáticas aumenta en {cvar(.armorSemiCommandoFSBDisplay:0)}%"

armorAssassinHelmetDesc,items,Clothes,,"Medium Armor\nThey'll never see it coming. Deal more damage when sneaking.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nОни даже ничего не заметят. Увеличивает урон в режиме скрытности.\n\nБонус за комплект: Увеличивает урон, наносимый снайперскими винтовками.","Armadura media\nNunca lo verán venir. Inflige más daño al acechar.\n\nBonificación de conjunto completo: Aumenta el daño infligido por rifles de francotirador."
armorAssassinOutfitDesc,items,Clothes,,"Medium Armor\nMove unseen, unheard, and unharmed. Increases sneak effectiveness.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБудьте незаметны, неслышны и невредимы. Повышает эффективность в режиме скрытности.\n\nБонус за комплект: Увеличивает урон, наносимый снайперскими винтовками.","Armadura media\nMuévete sin ser visto, sin ser oído y sin sufrir daños. Aumenta la efectividad del sigilo.\n\nBonificación de conjunto completo: Aumenta el daño infligido por rifles de francotirador."
armorAssassinGlovesDesc,items,Clothes,,"Medium Armor\nSilently - but very quickly. Increases the rate of fire and reload speed of sniper rifles.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБесшумно, но очень быстро. Увеличивает скорострельность и скорость перезарядки снайперских винтовок.\n\nБонус за комплект: Увеличивает урон, наносимый снайперскими винтовками.","Armadura media\nSilenciosamente, pero muy rápido. Aumenta la cadencia de fuego y la velocidad de recarga de los rifles de francotirador.\n\nBonificación de conjunto completo: Aumenta el daño infligido por rifles de francotirador."
armorAssassinBootsDesc,items,Clothes,,"Medium Armor\nSilent, but deadly. Sprinting while sneaking makes no extra sound.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nСтаньте бесшумным, но смертоносным. При беге в режиме скрытности вы не будете издавать никаких звуков.\n\nБонус за комплект: Увеличивает урон, наносимый снайперскими винтовками.","Armadura media\nSilencioso, pero letal. Correr mientras te escabulles no produce ningún sonido adicional.\n\nBonificación de conjunto completo: Aumenta el daño infligido por rifles de francotirador."
buffAssassinSetBonusTooltip,buffs,Buff,,Assassin Full Set Bonus Active,Бонус за полный комплект убийцы активен,Bonificación de conjunto completo de asesino activa
buffAssassinSemiSetBonusTooltip,buffs,Buff,,Assassin Semi Set Bonus Active,Бонус за полукомплект убийцы активен,Bonificación de medio conjunto de asesino activa
buffAssassinSetBonusDesc,buffs,Buff,,"The hidden killer can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles increased by {cvar(.armorAssassinFSBDisplay:0)}%","Скрытый убийца может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorAssassinFSBDisplay:0)}%","El asesino oculto puede encontrar y eliminar fácilmente a su objetivo. No tienes igual en esto.\n\nDaño infligido por rifles de francotirador aumentado en {cvar(.armorAssassinFSBDisplay:0)}%"
buffAssassinSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete set, the assassin can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles is increased by {cvar(.armorSemiAssassinFSBDisplay:0)}%","Даже в неполном комплекте Убийцы. Вы может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorSemiAssassinFSBDisplay:0)}%","Incluso con un conjunto incompleto, el asesino puede encontrar y eliminar fácilmente a su objetivo. No tienes igual en esto.\n\nEl daño infligido por rifles de francotirador aumenta en {cvar(.armorSemiAssassinFSBDisplay:0)}%"

armorMinerHelmetDesc,items,Clothes,,"Heavy Armor\nThe main thing when you climb into a mine is to remember the way back. Increases experience gained when mining ore.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nГлавное, когда залезаешь в шахту - запомнить дорогу обратно. Увеличивает получаемый опыт при добыче руды.\n\nБонус за комплект: Увеличивает количество добываемой руды.","Armadura pesada\nLo principal al entrar en una mina es recordar el camino de regreso. Aumenta la experiencia obtenida al extraer mineral.\n\nBonificación de conjunto completo: Aumenta la cantidad de mineral extraído."
armorMinerOutfitDesc,items,Clothes,,"Heavy Armor\nYou can always quickly repair the instrument. That's why it doesn't break down so often.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВы всегда можете быстро починить инструмент. Поэтому он и не ломается так часто.\n\nБонус за комплект: Увеличивает количество добываемой руды.","Armadura pesada\nSiempre puedes reparar el instrumento rápidamente. Por eso no se avería tan a menudo.\n\nBonificación de conjunto completo: Aumenta la cantidad de mineral extraído."
armorMinerGlovesDesc,items,Clothes,,"Heavy Armor\nA chip here, a chip there, and any vein will give in. Increases block damage for mining tools.\n\nSet Bonus: Increases the amount of ore mined.","Тяжелая броня\nТут надколоть, там надкоть и любая жила поддаётся. Увеличивает урон, наносимый инструментами при добыче руды.\n\nБонус за комплект: Увеличивает количество добываемой руды.","Armadura pesada\nUn golpe aquí, un golpe allá, y cualquier veta cederá. Aumenta el daño de bloque para las herramientas de minería.\n\nBonificación de conjunto: Aumenta la cantidad de mineral extraído."
armorMinerBootsDesc,items,Clothes,,"Heavy Armor\nWith such equipment, stones underfoot are not a problem. Reduces stamina consumption when using a pickaxe.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВ такой экипировке камни под ногами не проблема. Уменьшает расход выносливости при использовании кирки.\n\nБонус за комплект: Увеличивает количество добываемой руды.","Armadura pesada\nCon este equipo, las piedras bajo los pies no son un problema. Reduce el consumo de resistencia al usar un pico.\n\nBonificación de conjunto completo: Aumenta la cantidad de mineral extraído."
buffMinerSetBonusTooltip,buffs,Buff,,Miner Full Set Bonus Active,Бонус за полный комплект шахтера активен,Bonificación de conjunto completo de minero activa
buffMinerSemiSetBonusTooltip,buffs,Buff,,Miner Semi Set Bonus Active,Бонус за полукомплект шахтера активен,Bonificación de medio conjunto de minero activa
buffMinerSetBonusDesc,buffs,Buff,,"A regular miner knows how to get a little more ore.\n\nThe amount of ore mined has been increased by {cvar(.armorMinerFSBDisplay:0)}%","Завсегдатый шахтер знает, как добыть чуть больше руды.\n\nКоличество добываемой руды увеличено на {cvar(.armorMinerFSBDisplay:0)}%","Un minero regular sabe cómo obtener un poco más de mineral.\n\nLa cantidad de mineral extraído ha aumentado en {cvar(.armorMinerFSBDisplay:0)}%"
buffMinerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete set, the Regular Miner knows how to mine a little more ore.\n\nThe amount of ore mined has been increased by {cvar(.armorSemiMinerFSBDisplay:0)}%","Даже в неполном комплекте Шахтера. Вы знает как добыть чуть больше руды.\n\nКоличество добываемой руды увеличено на {cvar(.armorSemiMinerFSBDisplay:0)}%","Incluso con un conjunto incompleto, el Minero Regular sabe cómo extraer un poco más de mineral.\n\nLa cantidad de mineral extraído ha aumentado en {cvar(.armorSemiMinerFSBDisplay:0)}%"

armorNomadHelmetDesc,items,Clothes,,"Heavy Armor\nGuarded against the severe conditions of the wasteland, this headgear enables the Nomad to wander further. Reduces food and water use.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nЭтот головной убор, защищающий от суровых условий пустоши, позволяет бродяге отправляться в дальние странствия. Снижает расход еды и воды.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и даёт сопротивление к 1 эффекту радиации","Armadura pesada\nProtegido contra las duras condiciones del páramo, este casco permite al Nómada vagar más lejos. Reduce el uso de comida y agua.\n\nBonificación de conjunto completo: Aumenta el daño infligido por escopetas y otorga resistencia a 1 efecto de radiación."
armorNomadOutfitDesc,items,Clothes,,"Heavy Armor\nAnything can happen on any journey. The main thing is the ability to quickly recover and move on. Faster critical injury recovery.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nВ любом путешествии может случиться всё, что угодно. Главное умение быстро восстановиться и двигаться дальше. Ускоряет восстановление после критических поражений.\n\nБонус за комплект: Увеличивает урон, наносимый дробовиками и даёт сопротивление к 1 эффекту радиации","Armadura pesada\nCualquier cosa puede pasar en cualquier viaje. Lo principal es la capacidad de recuperarse rápidamente y seguir adelante. Recuperación más rápida de lesiones críticas.\n\nBonificación de conjunto completo: Aumenta el daño infligido por escopetas y otorga resistencia a 1 efecto de radiación."
armorNomadGlovesDesc,items,Clothes,,"Heavy Armor\nIf you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nЕсли зашел в дом переночевать - там обязательно кто-то есть. Увеличивает скорострельность и скорость перезарядки дробовиков.\n\nБонус за комплект: Увеличивает урон, наносимый дробовиками и даёт сопротивление к 1 эффекту радиации","Armadura pesada\nSi entras en una casa para pasar la noche, definitivamente hay alguien allí. Aumenta el daño infligido por escopetas.\n\nBonificación de conjunto completo: Aumenta el daño infligido por escopetas y otorga resistencia a 1 efecto de radiación."
armorNomadBootsDesc,items,Clothes,,"Heavy Armor\nWhen crawling through the mountains, it is better not to look down. Increases safe fall height.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nПолзая по горам лучше не смотреть вниз. Увеличивает безопасную высоту падения.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и даёт сопротивление к 1 эффекту радиации","Armadura pesada\nAl arrastrarse por las montañas, es mejor no mirar hacia abajo. Aumenta la altura de caída segura.\n\nBonificación de conjunto completo: Aumenta el daño infligido por escopetas y otorga resistencia a 1 efecto de radiación."
buffNomadSetBonusTooltip,buffs,Buff,,Nomad Full Set Bonus Active,Бонус за полный комплект бродяги активен,Bonificación de conjunto completo de nómada activa
buffNomadSemiSetBonusTooltip,buffs,Buff,,Nomad Semi Set Bonus Active,Бонус за полукомплект бродяги активен,Bonificación de medio conjunto de nómada activa
buffNomadSetBonusDesc,buffs,Buff,,"This is the best that can be offered to guests outside the tent.\n\nDamage dealt by shotguns increased by {cvar(.armorNomadFSBDisplay:0)}%\nGrants resistance to one active radiation effect.","Это лучшее, что можно предложить гостям снаружи палатки.\n\nУрон наносимый, дробовиками увеличен на {cvar(.armorNomadFSBDisplay:0)}%\nДаёт сопротивление к одному эффекту активной радиации.","Esto es lo mejor que se puede ofrecer a los invitados fuera de la tienda.\n\nDaño infligido por escopetas aumentado en {cvar(.armorNomadFSBDisplay:0)}%\nOtorga resistencia a un efecto de radiación activa."
buffNomadSemiSetBonusDesc,buffs,Buff,,"Even without a full set, you know what you can offer to guests outside the tent.\n\nDamage dealt by shotguns increased by {cvar(.armorSemiNomadFSBDisplay:0)}%","Даже в неполном комплекте Бродяги. Вы знаете, что можно предложить гостям снаружи палатки.\n\nУрон наносимый, дробовиками увеличен на {cvar(.armorSemiNomadFSBDisplay:0)}%","Incluso sin un conjunto completo, sabes lo que puedes ofrecer a los invitados fuera de la tienda.\n\nDaño infligido por escopetas aumentado en {cvar(.armorSemiNomadFSBDisplay:0)}%"

armorNerdHelmetDesc,items,Clothes,,"Heavy Armor\nYou might not win any dates, but you'll win at leveling up your skills. Increases experience gain.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nВозможно, на свидание вас и не пригласят, зато навыки отточите. Увеличивает прирост опыта.\n\nБонус за комплект: Увеличивает урон от атрибута «Интеллект».","Armadura pesada\nPuede que no ganes ninguna cita, pero ganarás subiendo de nivel tus habilidades. Aumenta la ganancia de experiencia.\n\nBonificación de conjunto completo: Aumenta el daño del atributo Inteligencia."
armorNerdOutfitDesc,items,Clothes,,"Heavy Armor\nYour lack of fashion sense gives you the ability to focus on your inventions. Adds a chance to gain two crafting skill points when reading magazines.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nОтсутствие чувства стиля даёт вам возможность сосредоточиться на своих изобретениях. Даёт возможность получить два очка навыков изготовления при чтении журналов.\n\nБонус за комплект: Увеличивает урон от атрибута «Интеллект».","Armadura pesada\nTu falta de sentido de la moda te da la capacidad de concentrarte en tus inventos. Añade una probabilidad de obtener dos puntos de habilidad de fabricación al leer revistas.\n\nBonificación de conjunto completo: Aumenta el daño del atributo Inteligencia."
armorNerdGlovesDesc,items,Clothes,,"Heavy Armor\nProtect those cold clammy soft hands from the elements and become an intellectual badass. Deal attack speed with intellect based weapons.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nЗащитите свои нежные руки от холода и станьте крутым интеллектуалом. Увеличивает скорость атаки оружия, зависящего от «Интеллектa».\n\nБонус за комплект: Увеличивает урон от атрибута «Интеллект».","Armadura pesada\nProtege esas manos frías, húmedas y suaves de los elementos y conviértete en un intelectual rudo. Aumenta la velocidad de ataque con armas basadas en el intelecto.\n\nBonificación de conjunto completo: Aumenta el daño del atributo Inteligencia."
armorNerdBootsDesc,items,Clothes,,"Heavy Armor\nThe distant school years were not in vain. You've definitely learned how to run away. Increases running speed.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nДалекие школьные годы не прошли даром. Убегать вы точно научились. Увеличивает скорость бега.\n\nБонус за комплект: Увеличивает урон от атрибута «Интеллект».","Armadura pesada\nLos lejanos años escolares no fueron en vano. Definitivamente aprendiste a huir. Aumenta la velocidad de carrera.\n\nBonificación de conjunto completo: Aumenta el daño del atributo Inteligencia."
buffNerdSetBonusTooltip,buffs,Buff,,Nerd Full Set Bonus Active,Бонус за полный комплект ботана активен,Bonificación de conjunto completo de empollón activa
buffNerdSemiSetBonusTooltip,buffs,Buff,,Nerd Semi Set Bonus Active,Бонус за полукомплект ботана активен,Bonificación de medio conjunto de empollón activa
buffNerdSetBonusDesc,buffs,Buff,,"Robots are not only valuable fur...\n\nDamage dealt from the Intelligence attribute increased by {cvar(.armorNerdFSBDisplay:0)}%","Роботы - это не только ценный мех.\n\nУрон наносимый от атрибута «Интеллект» увеличен на {cvar(.armorNerdFSBDisplay:0)}%","Los robots no son solo pieles valiosas...\n\nDaño infligido por el atributo Inteligencia aumentado en {cvar(.armorNerdFSBDisplay:0)}%"
